dataset,explainer,model,rho,perc_d_1,count,success_count,success_rate,sparsity,proximity,correlation_preservation,gen_time,inf_time,shape_deviation,time_candidate_selection,time_priority,time_full,time_fallback,num_model_calls,num_shape_tests,shape_preserved_count,shape_preserved_rate,phase_priority_count,phase_priority_rate,phase_full_count,phase_full_rate,phase_fallback_count,phase_fallback_rate,phase_none_count,phase_none_rate
HNEI,CESA,HNEI_HNEI_DeepHIT,change_point,0.5,205,189,0.9219512195121952,0.7747543461829176,23738.355243494167,2.237239934174465,0.1972058371221277,0.0045050895021718,0.0076041116297394,0.1498642036399191,0.0137462679474742,0.0001267350581228,0.0,24.61904761904762,0.0,189.0,1.0,184,0.9735449735449736,0,0.0,5,0.0264550264550264,0,0.0
HNEI,CESA,HNEI_HNEI_GradientBoostingSurvival,0.3333333333333333,0.05,158,152,0.9620253164556962,0.375,51106.20270635444,4.951749884421214,0.1987311248618712,0.0028797575724686,2.7649461684813885,0.0835836083150704,0.0603862913155209,0.0,0.0,51.63815789473684,0.0,60.0,0.3947368421052631,152,1.0,0,0.0,0,0.0,0,0.0
HNEI,CESA,HNEI_HNEI_GradientBoostingSurvival,0.3333333333333333,0.1,158,151,0.9556962025316456,0.36140018921475875,51444.60951264573,5.043409177417134,0.1944718619475884,0.0029324330461777,2.775744289324743,0.0833794781458271,0.056820205033877,0.0,0.0,50.29139072847682,0.0,59.0,0.390728476821192,151,1.0,0,0.0,0,0.0,0,0.0
HNEI,CESA,HNEI_HNEI_GradientBoostingSurvival,0.3333333333333333,0.25,158,147,0.930379746835443,0.3459669582118562,48962.815967725466,5.125234213425631,0.1742355055316291,0.0029546485584804,2.812837639033838,0.0793942340133318,0.0438993675777804,0.0,0.0,46.44897959183673,0.0,55.0,0.3741496598639456,147,1.0,0,0.0,0,0.0,0,0.0
HNEI,CESA,HNEI_HNEI_GradientBoostingSurvival,0.3333333333333333,0.5,158,135,0.8544303797468354,0.2740740740740741,61202.52581517655,5.6051565893178985,0.1432155849116733,0.0029646477480936,2.895282716633715,0.0725068821340014,0.0241250436743333,0.0010035476962069,0.0,41.2962962962963,0.0,48.0,0.3555555555555555,126,0.9333333333333332,0,0.0,9,0.0666666666666666,0,0.0
HNEI,CESA,HNEI_HNEI_GradientBoostingSurvival,0.6666666666666666,0.05,158,152,0.9620253164556962,0.3656015037593985,51319.39823310476,5.058788633299756,0.163478644631476,0.0029819887962443,2.759305273847381,0.0779262503415099,0.0373527953753708,0.0,0.0,44.00657894736842,0.0,60.0,0.3947368421052631,152,1.0,0,0.0,0,0.0,0,0.0
HNEI,CESA,HNEI_HNEI_GradientBoostingSurvival,0.6666666666666666,0.1,158,148,0.9367088607594936,0.35617760617760613,52006.60149747234,5.112387667216057,0.1479236661497624,0.0029563671222776,2.801046706712434,0.0740683981894108,0.0281621534127594,0.0002171925540047,0.0,41.648648648648646,0.0,56.0,0.3783783783783784,147,0.9932432432432432,0,0.0,1,0.0067567567567567,0,0.0
HNEI,CESA,HNEI_HNEI_GradientBoostingSurvival,0.6666666666666666,0.25,158,142,0.8987341772151899,0.30985915492957744,52359.05403188063,5.35338582503412,0.1308418666969732,0.0029615372400706,2.7360384785748137,0.0712931218315621,0.0167791386619439,0.0004099551196829,0.0,38.070422535211264,0.0,56.0,0.3943661971830985,137,0.9647887323943662,0,0.0,5,0.0352112676056338,0,0.0
HNEI,CESA,HNEI_HNEI_GradientBoostingSurvival,0.6666666666666666,0.5,158,87,0.5506329113924051,0.23973727422003283,43975.81238621576,5.692130653060997,0.1250152204472748,0.0029789789647717,2.5175110835269976,0.0702477962072355,0.0147775153561907,0.0019717063107822,0.0,36.95402298850575,0.0,39.0,0.4482758620689655,77,0.8850574712643678,0,0.0,10,0.1149425287356321,0,0.0
HNEI,CESA,HNEI_HNEI_GradientBoostingSurvival,change_point,0.05,158,151,0.9556962025316456,0.3632923368022705,51332.58902969254,5.009628372411124,0.205467940211976,0.0029690917880067,2.777984509033644,0.0863502194384299,0.0623433272517556,0.0,0.0,51.64900662251656,0.0,59.0,0.390728476821192,151,1.0,0,0.0,0,0.0,0,0.0
HNEI,CESA,HNEI_HNEI_GradientBoostingSurvival,change_point,0.1,158,148,0.9367088607594936,0.3552123552123553,54310.15091187011,5.082121191114917,0.2004184456554129,0.0029822369588883,2.810415933404128,0.0852712643172708,0.0588577554196023,0.0,0.0,50.77702702702703,0.0,56.0,0.3783783783783784,148,1.0,0,0.0,0,0.0,0,0.0
